task,method,mae,mse,dist_fn,eval_fn,supervision_amt,fold,noise
#rounding merge function
weather_ordinal,MAS,0.09789156626506024,0.10993975903614457,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,BAU,0.12198795180722892,0.1460843373493976,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,SAD,0.08283132530120482,0.09487951807228916,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,ORACLE,0.018072289156626505,0.018072289156626505,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,DEM,0.08734939759036145,0.09337349397590361,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,RANDOM,0.17771084337349397,0.21686746987951808,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,MAS_MERGE,0.0963855421686747,0.09939759036144578,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,BAU_MERGE,0.09939759036144578,0.10240963855421686,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,SAD_MERGE,0.08433734939759036,0.09036144578313253,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,DEM_MERGE,0.09337349397590361,0.09939759036144578,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,ORACLE_MERGE,0.03614457831325301,0.03614457831325301,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,UNIFORM_MERGE,0.08885542168674698,0.08885542168674698,diff/range d,diff/range e,0.0,1,0.0
#norounding merge function
weather_ordinal,MAS,0.12198795180722892,0.1430722891566265,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,BAU,0.12198795180722892,0.1460843373493976,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,SAD,0.08283132530120482,0.09487951807228916,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,ORACLE,0.018072289156626505,0.018072289156626505,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,DEM,0.08885542168674698,0.09789156626506024,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,RANDOM,0.1927710843373494,0.21987951807228914,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,MAS_MERGE,0.12825641693589768,0.08983263790424706,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,BAU_MERGE,0.1474195647017047,0.08646119708788298,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,SAD_MERGE,0.129225736646562,0.07961189539254733,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,DEM_MERGE,0.11784210133062324,0.0791176548128619,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,ORACLE_MERGE,0.09211742368191694,0.03930568833465138,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,UNIFORM_MERGE,0.16414706444826926,0.09110603174223728,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,MAS,0.10391566265060241,0.11897590361445783,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,BAU,0.12198795180722892,0.1460843373493976,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,SAD,0.08283132530120482,0.09487951807228916,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,ORACLE,0.018072289156626505,0.018072289156626505,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,DEM,0.08885542168674698,0.09487951807228916,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,RANDOM,0.17921686746987953,0.22439759036144577,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,MAS_MERGE,0.12345987914004837,0.08296961810791773,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,BAU_MERGE,0.1474195647017047,0.08646119708788298,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,SAD_MERGE,0.129225736646562,0.07961189539254733,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,DEM_MERGE,0.11785055600568842,0.07948154311772698,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,ORACLE_MERGE,0.09211742368191694,0.03930568833465138,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,UNIFORM_MERGE,0.16414706444826926,0.09110603174223728,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,MAS,0.11596385542168675,0.1280120481927711,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,BAU,0.12198795180722892,0.1460843373493976,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,SAD,0.08283132530120482,0.09487951807228916,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,ORACLE,0.018072289156626505,0.018072289156626505,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,DEM,0.08132530120481928,0.08734939759036145,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,RANDOM,0.2033132530120482,0.24548192771084337,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,MAS_MERGE,0.11990842487148903,0.08724645606208935,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,BAU_MERGE,0.1474195647017047,0.08646119708788298,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,SAD_MERGE,0.129225736646562,0.07961189539254733,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,DEM_MERGE,0.1144389503374481,0.07557867141196556,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,ORACLE_MERGE,0.09211742368191694,0.03930568833465138,diff/range d,diff/range e,0.0,1,0.0
weather_ordinal,UNIFORM_MERGE,0.16414706444826926,0.09110603174223728,diff/range d,diff/range e,0.0,1,0.0
#yes rounding
adult_ordinal,MAS,0.27044025157232704,0.3522012578616352,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,BAU,0.29559748427672955,0.3836477987421384,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,SAD,0.29874213836477986,0.39937106918238996,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,ORACLE,0.06289308176100629,0.06289308176100629,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,DEM,0.2672955974842767,0.3238993710691824,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,RANDOM,0.37735849056603776,0.5911949685534591,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,MAS_MERGE,0.2861635220125786,0.36792452830188677,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,BAU_MERGE,0.2672955974842767,0.31761006289308175,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,SAD_MERGE,0.29559748427672955,0.389937106918239,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,DEM_MERGE,0.27044025157232704,0.3333333333333333,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,ORACLE_MERGE,0.17295597484276728,0.18553459119496854,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,UNIFORM_MERGE,0.2830188679245283,0.3333333333333333,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,MAS,0.2672955974842767,0.34276729559748426,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,BAU,0.29559748427672955,0.3836477987421384,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,SAD,0.29874213836477986,0.39937106918238996,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,ORACLE,0.06289308176100629,0.06289308176100629,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,DEM,0.27358490566037735,0.330188679245283,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,RANDOM,0.4559748427672956,0.7264150943396226,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,MAS_MERGE,0.279874213836478,0.36163522012578614,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,BAU_MERGE,0.2672955974842767,0.31761006289308175,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,SAD_MERGE,0.29559748427672955,0.389937106918239,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,DEM_MERGE,0.27358490566037735,0.33647798742138363,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,ORACLE_MERGE,0.17295597484276728,0.18553459119496854,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,UNIFORM_MERGE,0.2830188679245283,0.3333333333333333,diff/range d,diff/range e,0.0,1,0.0
#nonrounding
adult_ordinal,MAS,0.2641509433962264,0.3270440251572327,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,BAU,0.29559748427672955,0.3836477987421384,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,SAD,0.29874213836477986,0.39937106918238996,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,ORACLE,0.06289308176100629,0.06289308176100629,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,DEM,0.27358490566037735,0.330188679245283,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,RANDOM,0.4308176100628931,0.720125786163522,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,MAS_MERGE,0.2883402705516645,0.3176501667275288,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,BAU_MERGE,0.33584072368862555,0.3042056173039074,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,SAD_MERGE,0.3142891559037411,0.3144315113326125,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,DEM_MERGE,0.32176347393432847,0.3055483504893534,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,ORACLE_MERGE,0.2390934855976316,0.16134303898454425,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,UNIFORM_MERGE,0.3533052758598935,0.30272323283777475,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,MAS,0.27358490566037735,0.3553459119496855,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,BAU,0.29559748427672955,0.3836477987421384,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,SAD,0.29874213836477986,0.39937106918238996,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,ORACLE,0.06289308176100629,0.06289308176100629,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,DEM,0.27044025157232704,0.3270440251572327,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,RANDOM,0.389937106918239,0.610062893081761,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,MAS_MERGE,0.28879774048822426,0.316616633669059,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,BAU_MERGE,0.33584072368862555,0.3042056173039074,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,SAD_MERGE,0.3142891559037411,0.3144315113326125,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,DEM_MERGE,0.32155156002920426,0.30659971996108554,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,ORACLE_MERGE,0.2390934855976316,0.16134303898454425,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,UNIFORM_MERGE,0.3533052758598935,0.30272323283777475,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,MAS,0.2672955974842767,0.330188679245283,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,BAU,0.29559748427672955,0.3836477987421384,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,SAD,0.29874213836477986,0.39937106918238996,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,ORACLE,0.06289308176100629,0.06289308176100629,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,DEM,0.279874213836478,0.33647798742138363,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,RANDOM,0.48427672955974843,0.7987421383647799,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,MAS_MERGE,0.28928323352668206,0.3193342692188156,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,BAU_MERGE,0.33584072368862555,0.3042056173039074,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,SAD_MERGE,0.3142891559037411,0.3144315113326125,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,DEM_MERGE,0.3248548620877466,0.3164521782858009,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,ORACLE_MERGE,0.2390934855976316,0.16134303898454425,diff/range d,diff/range e,0.0,1,0.0
adult_ordinal,UNIFORM_MERGE,0.3533052758598935,0.30272323283777475,diff/range d,diff/range e,0.0,1,0.0
#no rounding
emotion,MAS,14.572857142857142,535.3385714285714,diff/range d,diff/range e,0.0,1,0.0
emotion,BAU,16.05,648.6157142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,SAD,13.712857142857143,462.4157142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,ORACLE,4.6657142857142855,65.36857142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,DEM,14.06,481.30857142857144,diff/range d,diff/range e,0.0,1,0.0
emotion,RANDOM,18.19857142857143,813.7785714285715,diff/range d,diff/range e,0.0,1,0.0
emotion,MAS_MERGE,13.540449159355259,458.99650047149277,diff/range d,diff/range e,0.0,1,0.0
emotion,BAU_MERGE,11.864562243015685,319.1514084908518,diff/range d,diff/range e,0.0,1,0.0
emotion,SAD_MERGE,12.17379069600298,366.3346185381348,diff/range d,diff/range e,0.0,1,0.0
emotion,DEM_MERGE,12.861769105743473,388.8970378974043,diff/range d,diff/range e,0.0,1,0.0
emotion,ORACLE_MERGE,10.491983027100167,250.48385476089283,diff/range d,diff/range e,0.0,1,0.0
emotion,UNIFORM_MERGE,12.022,318.09954285714286,diff/range d,diff/range e,0.0,1,0.0
emotion,MAS,14.461428571428572,515.5528571428572,diff/range d,diff/range e,0.0,1,0.0
emotion,BAU,16.05,648.6157142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,SAD,13.712857142857143,462.4157142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,ORACLE,4.6657142857142855,65.36857142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,DEM,13.878571428571428,499.61571428571426,diff/range d,diff/range e,0.0,1,0.0
emotion,RANDOM,18.212857142857143,827.9271428571428,diff/range d,diff/range e,0.0,1,0.0
emotion,MAS_MERGE,13.890934083056646,468.96141129493697,diff/range d,diff/range e,0.0,1,0.0
emotion,BAU_MERGE,11.864562243015685,319.1514084908518,diff/range d,diff/range e,0.0,1,0.0
emotion,SAD_MERGE,12.17379069600298,366.3346185381348,diff/range d,diff/range e,0.0,1,0.0
emotion,DEM_MERGE,12.722944712504226,392.90386226473544,diff/range d,diff/range e,0.0,1,0.0
emotion,ORACLE_MERGE,10.491983027100167,250.48385476089283,diff/range d,diff/range e,0.0,1,0.0
emotion,UNIFORM_MERGE,12.022,318.09954285714286,diff/range d,diff/range e,0.0,1,0.0
emotion,MAS,16.115714285714287,637.8414285714285,diff/range d,diff/range e,0.0,1,0.0
emotion,BAU,16.05,648.6157142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,SAD,13.712857142857143,462.4157142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,ORACLE,4.6657142857142855,65.36857142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,DEM,13.524285714285714,445.8071428571429,diff/range d,diff/range e,0.0,1,0.0
emotion,RANDOM,18.194285714285716,842.8571428571429,diff/range d,diff/range e,0.0,1,0.0
emotion,MAS_MERGE,15.021586676664182,552.7649197118159,diff/range d,diff/range e,0.0,1,0.0
emotion,BAU_MERGE,11.864562243015685,319.1514084908518,diff/range d,diff/range e,0.0,1,0.0
emotion,SAD_MERGE,12.17379069600298,366.3346185381348,diff/range d,diff/range e,0.0,1,0.0
emotion,DEM_MERGE,12.59188594501827,376.69849388195865,diff/range d,diff/range e,0.0,1,0.0
emotion,ORACLE_MERGE,10.491983027100167,250.48385476089283,diff/range d,diff/range e,0.0,1,0.0
emotion,UNIFORM_MERGE,12.022,318.09954285714286,diff/range d,diff/range e,0.0,1,0.0
#with rounding
emotion,MAS,17.134285714285713,722.2457142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,BAU,16.05,648.6157142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,SAD,13.712857142857143,462.4157142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,ORACLE,4.6657142857142855,65.36857142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,DEM,13.704285714285714,459.1642857142857,diff/range d,diff/range e,0.0,1,0.0
emotion,RANDOM,17.56142857142857,810.9271428571428,diff/range d,diff/range e,0.0,1,0.0
emotion,MAS_MERGE,15.312857142857142,576.6557142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,BAU_MERGE,11.86,319.30857142857144,diff/range d,diff/range e,0.0,1,0.0
emotion,SAD_MERGE,12.187142857142858,367.54714285714283,diff/range d,diff/range e,0.0,1,0.0
emotion,DEM_MERGE,12.867142857142857,391.1928571428571,diff/range d,diff/range e,0.0,1,0.0
emotion,ORACLE_MERGE,10.484285714285715,250.29285714285714,diff/range d,diff/range e,0.0,1,0.0
emotion,UNIFORM_MERGE,12.001428571428571,317.79571428571427,diff/range d,diff/range e,0.0,1,0.0
emotion,MAS,16.467142857142857,661.3042857142857,diff/range d,diff/range e,0.0,1,0.0
emotion,BAU,16.05,648.6157142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,SAD,13.712857142857143,462.4157142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,ORACLE,4.6657142857142855,65.36857142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,DEM,13.754285714285714,462.9971428571429,diff/range d,diff/range e,0.0,1,0.0
emotion,RANDOM,18.325714285714287,886.7885714285715,diff/range d,diff/range e,0.0,1,0.0
emotion,MAS_MERGE,15.688571428571429,598.0114285714286,diff/range d,diff/range e,0.0,1,0.0
emotion,BAU_MERGE,11.86,319.30857142857144,diff/range d,diff/range e,0.0,1,0.0
emotion,SAD_MERGE,12.187142857142858,367.54714285714283,diff/range d,diff/range e,0.0,1,0.0
emotion,DEM_MERGE,12.722857142857142,385.3885714285714,diff/range d,diff/range e,0.0,1,0.0
emotion,ORACLE_MERGE,10.484285714285715,250.29285714285714,diff/range d,diff/range e,0.0,1,0.0
emotion,UNIFORM_MERGE,12.001428571428571,317.79571428571427,diff/range d,diff/range e,0.0,1,0.0
emotion,MAS,14.064285714285715,487.14714285714285,diff/range d,diff/range e,0.0,1,0.0
emotion,BAU,16.05,648.6157142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,SAD,13.712857142857143,462.4157142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,ORACLE,4.6657142857142855,65.36857142857143,diff/range d,diff/range e,0.0,1,0.0
emotion,DEM,14.047142857142857,492.8042857142857,diff/range d,diff/range e,0.0,1,0.0
emotion,RANDOM,18.97,945.4442857142857,diff/range d,diff/range e,0.0,1,0.0
emotion,MAS_MERGE,13.12,418.66,diff/range d,diff/range e,0.0,1,0.0
emotion,BAU_MERGE,11.86,319.30857142857144,diff/range d,diff/range e,0.0,1,0.0
emotion,SAD_MERGE,12.187142857142858,367.54714285714283,diff/range d,diff/range e,0.0,1,0.0
emotion,DEM_MERGE,12.705714285714286,388.5314285714286,diff/range d,diff/range e,0.0,1,0.0
emotion,ORACLE_MERGE,10.484285714285715,250.29285714285714,diff/range d,diff/range e,0.0,1,0.0
emotion,UNIFORM_MERGE,12.001428571428571,317.79571428571427,diff/range d,diff/range e,0.0,1,0.0
similarity,MAS,0.9191666666666664,1.3141458333333327,diff/range d,diff/range e,0.0,1,0.0
similarity,BAU,1.5375,3.7274791666666673,diff/range d,diff/range e,0.0,1,0.0
similarity,SAD,1.1524999999999999,2.1658124999999995,diff/range d,diff/range e,0.0,1,0.0
similarity,ORACLE,0.5208333333333333,0.5108124999999998,diff/range d,diff/range e,0.0,1,0.0
similarity,DEM,1.2091666666666667,2.427479166666666,diff/range d,diff/range e,0.0,1,0.0
similarity,RANDOM,1.9625,5.190812500000001,diff/range d,diff/range e,0.0,1,0.0
similarity,MAS_MERGE,0.9338086914251508,1.2838016368425509,diff/range d,diff/range e,0.0,1,0.0
similarity,BAU_MERGE,0.8840983326539977,1.2266970576163547,diff/range d,diff/range e,0.0,1,0.0
similarity,SAD_MERGE,1.0915449020072308,1.7362610526816176,diff/range d,diff/range e,0.0,1,0.0
similarity,DEM_MERGE,1.0491000160102089,1.6926751083348075,diff/range d,diff/range e,0.0,1,0.0
similarity,ORACLE_MERGE,0.8284204933601644,1.0395947911116354,diff/range d,diff/range e,0.0,1,0.0
similarity,UNIFORM_MERGE,0.8858333333333334,1.1959791666666666,diff/range d,diff/range e,0.0,1,0.0
similarity,MAS,0.9241666666666664,1.3191458333333328,diff/range d,diff/range e,0.0,1,0.0
similarity,BAU,1.5375,3.7274791666666673,diff/range d,diff/range e,0.0,1,0.0
similarity,SAD,1.1524999999999999,2.1658124999999995,diff/range d,diff/range e,0.0,1,0.0
similarity,ORACLE,0.5208333333333333,0.5108124999999998,diff/range d,diff/range e,0.0,1,0.0
similarity,DEM,1.1458333333333333,1.959145833333333,diff/range d,diff/range e,0.0,1,0.0
similarity,RANDOM,1.8074999999999999,5.332479166666666,diff/range d,diff/range e,0.0,1,0.0
similarity,MAS_MERGE,0.9421437953673426,1.2936394116284136,diff/range d,diff/range e,0.0,1,0.0
similarity,BAU_MERGE,0.8840983326539977,1.2266970576163547,diff/range d,diff/range e,0.0,1,0.0
similarity,SAD_MERGE,1.0915449020072308,1.7362610526816176,diff/range d,diff/range e,0.0,1,0.0
similarity,DEM_MERGE,0.9425250120995341,1.3368167291897695,diff/range d,diff/range e,0.0,1,0.0
similarity,ORACLE_MERGE,0.8284204933601644,1.0395947911116354,diff/range d,diff/range e,0.0,1,0.0
similarity,UNIFORM_MERGE,0.8858333333333334,1.1959791666666666,diff/range d,diff/range e,0.0,1,0.0
